source_id,source_url,video_title,game_date,teams,batter,event_text,expected_label,rights_note,status,local_path,source_hash,notes
MLB_824821_taylor-ward-lines-out-to-third-baseman-curtis-mead,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/28/202a3282-85fede52-63b6c42f-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Curtis Mead's smooth leaping snag Curtis Mead's smooth leaping snag Curtis Mead's smooth leaping snag Curtis Mead makes a great jump to catch a Taylor Ward liner in the bottom of the 5th inning,2026-06-28,Washington Nationals at Baltimore Orioles,,Curtis Mead's smooth leaping snag Curtis Mead's smooth leaping snag Curtis Mead's smooth leaping snag Curtis Mead makes a great jump to catch a Taylor Ward liner in the bottom of the 5th inning,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824821_taylor-ward-lines-out-to-third-baseman-curtis-mead_Curtis_Mead_s_smooth_leaping_snag_Curtis_Mead_s_smooth_leaping_snag_Curtis_Mead_.mp4,f1f1deb88178ecb5847ba137c3a9d58e54dd6b7b8604d61c12310be298bb028b,gamePk=824821
MLB_822795_shane-bieber-in-play-out-s-to-joc-pederson-z6z8qw,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/28/a99711a7-762b850b-70f45e15-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Kazuma Okamoto's diving catch Kazuma Okamoto's diving catch Kazuma Okamoto's diving catch Kazuma Okamoto shows off his defense at third base, laying out to make a diving catch on a hard hit line drive to retire the side in the 2nd",2026-06-28,Texas Rangers at Toronto Blue Jays,,"Kazuma Okamoto's diving catch Kazuma Okamoto's diving catch Kazuma Okamoto's diving catch Kazuma Okamoto shows off his defense at third base, laying out to make a diving catch on a hard hit line drive to retire the side in the 2nd",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822795_shane-bieber-in-play-out-s-to-joc-pederson-z6z8qw_Kazuma_Okamoto_s_diving_catch_Kazuma_Okamoto_s_diving_catch_Kazuma_Okamoto_s_div.mp4,d8d1bfac3894b15a42a744acb47e7f954d068e1dc0100c51404ff5ffd0c29387,gamePk=822795
MLB_824094_jose-cuas-in-play-out-s-to-chandler-simpson,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-07/01/f206ff4b-8254b021-980cb046-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Michael Massey's spinning throw Michael Massey's spinning throw Michael Massey's spinning throw Michael Massey fields a ground ball to his left and makes a smooth spinning throw to first base in time for the out,2026-07-01,Tampa Bay Rays at Kansas City Royals,,Michael Massey's spinning throw Michael Massey's spinning throw Michael Massey's spinning throw Michael Massey fields a ground ball to his left and makes a smooth spinning throw to first base in time for the out,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824094_jose-cuas-in-play-out-s-to-chandler-simpson_Michael_Massey_s_spinning_throw_Michael_Massey_s_spinning_throw_Michael_Massey_s.mp4,a5c850c8b92c6b92c74c49f75602a281d519ab72f3751efb7d95f1c24c1a13b2,gamePk=824094
MLB_824094_bobby-witt-jr-lines-out-to-third-baseman-junior-caminero,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-07/01/8a319f39-59300496-4ad42b48-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Junior Caminero's smooth stop at third base Junior Caminero's smooth stop at third base Junior Caminero's smooth stop at third base Junior Caminero shows off his defense at third base, snagging a hard line drive to rob Bobby Witt Jr. of a base hit",2026-07-01,Tampa Bay Rays at Kansas City Royals,,"Junior Caminero's smooth stop at third base Junior Caminero's smooth stop at third base Junior Caminero's smooth stop at third base Junior Caminero shows off his defense at third base, snagging a hard line drive to rob Bobby Witt Jr. of a base hit",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824094_bobby-witt-jr-lines-out-to-third-baseman-junior-caminero_Junior_Caminero_s_smooth_stop_at_third_base_Junior_Caminero_s_smooth_stop_at_thi.mp4,0b27788ce5c19551490d37a019d7ed25dc5c51b3500ed069224d4d8e15f3909c,gamePk=824094
MLB_822974_will-vest-in-play-run-s-to-nick-fortes,https://bdata-producedclips.mlb.com/364587cb-71eb-4bb4-a399-d2b67c367054.mp4,"Nick Fortes' two-run double Nick Fortes' two-run double Nick Fortes' two-run double Nick Fortes hits a two-run double on a ground ball to third, scoring Junior Caminero and Victor Mesa Jr.",2026-06-01,Detroit Tigers at Tampa Bay Rays,,"Nick Fortes' two-run double Nick Fortes' two-run double Nick Fortes' two-run double Nick Fortes hits a two-run double on a ground ball to third, scoring Junior Caminero and Victor Mesa Jr.",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822974_will-vest-in-play-run-s-to-nick-fortes_Nick_Fortes_two-run_double_Nick_Fortes_two-run_double_Nick_Fortes_two-run_double.mp4,64853d10de17c0302834b22ed8b4d701dcef22ec92ab6c320eabcd2b258864b8,gamePk=822974
MLB_822974_spencer-torkelson-lines-out-to-right-fielder-victor-mesa-jr,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/01/dc8a3e0a-bd757c2b-58e4d7e0-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Victor Mesa Jr. makes an insane throw Victor Mesa Jr. makes an insane throw Victor Mesa Jr. makes an amazing throw Victor Mesa Jr. makes an insane throw to keep the runners at their bases after catching a line drive,2026-06-01,Detroit Tigers at Tampa Bay Rays,,Victor Mesa Jr. makes an insane throw Victor Mesa Jr. makes an insane throw Victor Mesa Jr. makes an amazing throw Victor Mesa Jr. makes an insane throw to keep the runners at their bases after catching a line drive,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822974_spencer-torkelson-lines-out-to-right-fielder-victor-mesa-jr_Victor_Mesa_Jr._makes_an_insane_throw_Victor_Mesa_Jr._makes_an_insane_throw_Vict.mp4,5fff8cdb010dc06c687928fba9a152ae1d43d7b384c4cd9ad4d1175a68f1a7ad,gamePk=822974
MLB_822974_griffin-jax-in-play-out-s-to-hao-yu-lee-j7r3k9,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/01/53e6bb9d-3cdaeba8-525cd21a-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Chandler Simpson makes the running catch Chandler Simpson makes the running catch Chandler Simpson makes the running catch Chandler Simpson snags a liner off Hao-Yu Lee's bat for the first out of the 4th,2026-06-01,Detroit Tigers at Tampa Bay Rays,,Chandler Simpson makes the running catch Chandler Simpson makes the running catch Chandler Simpson makes the running catch Chandler Simpson snags a liner off Hao-Yu Lee's bat for the first out of the 4th,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822974_griffin-jax-in-play-out-s-to-hao-yu-lee-j7r3k9_Chandler_Simpson_makes_the_running_catch_Chandler_Simpson_makes_the_running_catc.mp4,994bd6c3edab6df73c2e653a81f294ad8fe01de570c6ca7962126c3e6088d240,gamePk=822974
MLB_822727_andrew-alvarez-in-play-out-s-to-joe-mack-jmw0x6,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/03/6c725853-4b935a98-d43a51c6-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Nasim Nuñez's spinning jump throw Nasim Nuñez's spinning jump throw Nasim Nuñez's spinning jump throw Nasim Nuñez shows off his athleticism at 2nd, fielding a grounder to his left and makes an insane spinning jump throw to second for the force",2026-06-03,Miami Marlins at Washington Nationals,,"Nasim Nuñez's spinning jump throw Nasim Nuñez's spinning jump throw Nasim Nuñez's spinning jump throw Nasim Nuñez shows off his athleticism at 2nd, fielding a grounder to his left and makes an insane spinning jump throw to second for the force",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822727_andrew-alvarez-in-play-out-s-to-joe-mack-jmw0x6_Nasim_Nu_ez_s_spinning_jump_throw_Nasim_Nu_ez_s_spinning_jump_throw_Nasim_Nu_ez_.mp4,a2b302c58a6dc7d32ee850cc798751800f93e7a898d10167f3f149fe49e4e159,gamePk=822727
MLB_823130_george-kirby-in-play-no-out-to-jared-young,https://bdata-producedclips.mlb.com/f8a4eb39-0bdb-41f6-9398-b79f27ad2c98.mp4,"Bo Bichette scores on a throwing error Bo Bichette scores on a throwing error Bo Bichette scores on a throwing error Jared Young hits a ground ball to first base and Josh Naylor throws it away, allowing Bo Bichette to score to put the Mets on the board",2026-06-03,New York Mets at Seattle Mariners,,"Bo Bichette scores on a throwing error Bo Bichette scores on a throwing error Bo Bichette scores on a throwing error Jared Young hits a ground ball to first base and Josh Naylor throws it away, allowing Bo Bichette to score to put the Mets on the board",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823130_george-kirby-in-play-no-out-to-jared-young_Bo_Bichette_scores_on_a_throwing_error_Bo_Bichette_scores_on_a_throwing_error_Bo.mp4,d4020376b61f9b437b7b9a1d4daa6b09121e84b948b0fc8f37e90b6c06f46981,gamePk=823130
MLB_823780_robert-gasser-in-play-out-s-to-casey-schmitt-ke9jpz,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/03/7cfd73ea-510c01df-459f537d-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Luis Rengifo's leaping catch Luis Rengifo's leaping catch Luis Rengifo's leaping catch Luis Rengifo rises up to make a stellar catch on a hard-hit line drive, and the first out of the top of the 5th inning",2026-06-03,San Francisco Giants at Milwaukee Brewers,,"Luis Rengifo's leaping catch Luis Rengifo's leaping catch Luis Rengifo's leaping catch Luis Rengifo rises up to make a stellar catch on a hard-hit line drive, and the first out of the top of the 5th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823780_robert-gasser-in-play-out-s-to-casey-schmitt-ke9jpz_Luis_Rengifo_s_leaping_catch_Luis_Rengifo_s_leaping_catch_Luis_Rengifo_s_leaping.mp4,1eb7449c8aa1d13f0aa34fc10da594f10d424b24d3a97af41119d20f2394aa94,gamePk=823780
MLB_823051_jake-burger-lines-out-to-third-baseman-nolan-gorman,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/03/f9461238-391bc907-760f6ba6-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Nolan Gorman's kneeling catch Nolan Gorman's kneeling catch Nolan Gorman's kneeling catch Nolan Gorman catches a line drive, kneeling to get the first out of the 4th inning",2026-06-03,Texas Rangers at St. Louis Cardinals,,"Nolan Gorman's kneeling catch Nolan Gorman's kneeling catch Nolan Gorman's kneeling catch Nolan Gorman catches a line drive, kneeling to get the first out of the 4th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823051_jake-burger-lines-out-to-third-baseman-nolan-gorman_Nolan_Gorman_s_kneeling_catch_Nolan_Gorman_s_kneeling_catch_Nolan_Gorman_s_kneel.mp4,f62aa2d77ae01de305f678ed5afcb2b6fce7a91226f319fa41e3ede1a2262f92,gamePk=823051
MLB_824511_blake-dunn-singles-on-a-line-drive-to-right-fielder-jac-caglianone-sp,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/02/5c89c73b-48d34740-a8379276-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Blake Dunn's walk-off single Blake Dunn's walk-off single Blake Dunn's walk-off single Blake Dunn singles on a line drive to right field to win the game for the Reds in extra innings against the Royals,2026-06-02,Kansas City Royals at Cincinnati Reds,,Blake Dunn's walk-off single Blake Dunn's walk-off single Blake Dunn's walk-off single Blake Dunn singles on a line drive to right field to win the game for the Reds in extra innings against the Royals,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824511_blake-dunn-singles-on-a-line-drive-to-right-fielder-jac-caglianone-sp_Blake_Dunn_s_walk-off_single_Blake_Dunn_s_walk-off_single_Blake_Dunn_s_walk-off_.mp4,078ac5a00a270b66d2ba1c6772c1d968efbf0d2037b24f7309614edef3a90523,gamePk=824511
MLB_824675_jameson-taillon-in-play-out-s-to-jeff-mcneil,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/02/31ebf24e-da1a1628-37f41a33-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Ian Happ's sliding catch Ian Happ's sliding catch Ian Happ's sliding catch Ian Happ makes a sliding catch for Jeff McNeil's fly ball and the second out in the top of the 4th,2026-06-02,Athletics at Chicago Cubs,,Ian Happ's sliding catch Ian Happ's sliding catch Ian Happ's sliding catch Ian Happ makes a sliding catch for Jeff McNeil's fly ball and the second out in the top of the 4th,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824675_jameson-taillon-in-play-out-s-to-jeff-mcneil_Ian_Happ_s_sliding_catch_Ian_Happ_s_sliding_catch_Ian_Happ_s_sliding_catch_Ian_H.mp4,79071f3f8d19b4d576d3a0f378838d09c782168b0bd1e9bd92f6d05e605090d5,gamePk=824675
MLB_824675_daniel-palencia-in-play-out-s-to-brent-rooker,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/02/5f479649-0409a2aa-23b5f36c-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Alex Bregman throws out Brent Rooker Alex Bregman throws out Brent Rooker Alex Bregman throws out Brent Rooker Alex Bregman fields Brent Rooker's ground ball and throws to first for first out in the top of the 9th,2026-06-02,Athletics at Chicago Cubs,,Alex Bregman throws out Brent Rooker Alex Bregman throws out Brent Rooker Alex Bregman throws out Brent Rooker Alex Bregman fields Brent Rooker's ground ball and throws to first for first out in the top of the 9th,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824675_daniel-palencia-in-play-out-s-to-brent-rooker_Alex_Bregman_throws_out_Brent_Rooker_Alex_Bregman_throws_out_Brent_Rooker_Alex_B.mp4,577d63fc3a56acb5f248da12949368eccc7961961c43adf65954d68f1d2203bd,gamePk=824675
MLB_824675_ian-happ-flies-out-to-center-fielder-henry-bolte,https://bdata-producedclips.mlb.com/496bb116-24b2-4c17-b8c1-ee6a9c9ba18b.mp4,Henry Bolte's catch for the A's win Henry Bolte's catch for the A's win Henry Bolte's catch for the A's win Henry Bolte catches Ian Happ's fly ball in center field for the A's 2-1 against the Cubs,2026-06-02,Athletics at Chicago Cubs,,Henry Bolte's catch for the A's win Henry Bolte's catch for the A's win Henry Bolte's catch for the A's win Henry Bolte catches Ian Happ's fly ball in center field for the A's 2-1 against the Cubs,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824675_ian-happ-flies-out-to-center-fielder-henry-bolte_Henry_Bolte_s_catch_for_the_A_s_win_Henry_Bolte_s_catch_for_the_A_s_win_Henry_Bo.mp4,77a3e754157a064a26ab264f083c5667cec679dc83f2d14fa89239e0193421b4,gamePk=824675
MLB_824026_grayson-rodriguez-in-play-out-s-to-willi-castro,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/02/188caece-9cb8b09f-2ae84a9b-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Mike Trout's terrific rolling catch Mike Trout's terrific rolling catch Mike Trout's terrific rolling catch Mike Trout tracks a Willi Castro fly ball and dives for a fantastic catch in the top of the 3rd inning,2026-06-02,Colorado Rockies at Los Angeles Angels,,Mike Trout's terrific rolling catch Mike Trout's terrific rolling catch Mike Trout's terrific rolling catch Mike Trout tracks a Willi Castro fly ball and dives for a fantastic catch in the top of the 3rd inning,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824026_grayson-rodriguez-in-play-out-s-to-willi-castro_Mike_Trout_s_terrific_rolling_catch_Mike_Trout_s_terrific_rolling_catch_Mike_Tro.mp4,184325b3d37e597339e080eff4eee5eed4b9bae4e73e768c6efac4beb37e4e10,gamePk=824026
MLB_824026_oswald-peraza-flies-out-to-second-baseman-willi-castro,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/02/2cb6ffdb-f7161a86-54c9f8f4-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Willi Castro's spectacular reaching grab Willi Castro's spectacular reaching grab Willi Castro's spectacular reaching grab Willi Castro tracks back to make a great catch on an Oswald Peraza fly ball, ending the 4th inning",2026-06-02,Colorado Rockies at Los Angeles Angels,,"Willi Castro's spectacular reaching grab Willi Castro's spectacular reaching grab Willi Castro's spectacular reaching grab Willi Castro tracks back to make a great catch on an Oswald Peraza fly ball, ending the 4th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824026_oswald-peraza-flies-out-to-second-baseman-willi-castro_Willi_Castro_s_spectacular_reaching_grab_Willi_Castro_s_spectacular_reaching_gra.mp4,6cc2472c0d35b128caac89f36c68365bfd47714a1fa032b5af6193461c1171c8,gamePk=824026
MLB_823542_slade-cecconi-in-play-run-s-to-jazz-chisholm-jr,https://bdata-producedclips.mlb.com/60bb648c-94cc-4009-ae7e-18152c139ab0.mp4,Jazz Chisholm Jr.'s sac fly Jazz Chisholm Jr.'s sac fly Jazz Chisholm Jr.'s sac fly Jazz Chisholm Jr. hits a fly ball to left field deep enough for Paul Goldschmidt to tag up and score to put the Yankees on the board in the 4th,2026-06-04,Cleveland Guardians at New York Yankees,,Jazz Chisholm Jr.'s sac fly Jazz Chisholm Jr.'s sac fly Jazz Chisholm Jr.'s sac fly Jazz Chisholm Jr. hits a fly ball to left field deep enough for Paul Goldschmidt to tag up and score to put the Yankees on the board in the 4th,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823542_slade-cecconi-in-play-run-s-to-jazz-chisholm-jr_Jazz_Chisholm_Jr._s_sac_fly_Jazz_Chisholm_Jr._s_sac_fly_Jazz_Chisholm_Jr._s_sac_.mp4,e07070fe1f8fbf34e20f96342252af455d9ef3242276f22b506391eec8498d11,gamePk=823542
MLB_823542_jose-ramirez-lines-out-to-third-baseman-ryan-mcmahon-ahks4v,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/04/9824b5fa-88c12d28-8dda3840-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Ryan McMahon's smooth snag at the hot corner Ryan McMahon's smooth snag at the hot corner Ryan McMahon's smooth snag at the hot corner Ryan McMahon shows off his defense at the hot corner, making a stellar catch on a hard hit line drive to rob José Ramírez of a base hit in the 6th",2026-06-04,Cleveland Guardians at New York Yankees,,"Ryan McMahon's smooth snag at the hot corner Ryan McMahon's smooth snag at the hot corner Ryan McMahon's smooth snag at the hot corner Ryan McMahon shows off his defense at the hot corner, making a stellar catch on a hard hit line drive to rob José Ramírez of a base hit in the 6th",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823542_jose-ramirez-lines-out-to-third-baseman-ryan-mcmahon-ahks4v_Ryan_McMahon_s_smooth_snag_at_the_hot_corner_Ryan_McMahon_s_smooth_snag_at_the_h.mp4,efdeea05d8649686b81a2fe8c534c5f2caddfa304e761cdd7e8c2c1783333d62,gamePk=823542
MLB_824919_chris-sale-in-play-no-out-to-ernie-clement,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/04/67da2857-252024af-d8a68043-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Mauricio Dubón makes diving stop to hold runners Mauricio Dubón makes diving stop to hold runners Mauricio Dubón makes diving stop to hold runners Mauricio Dubón makes a great diving stop on a ground ball to hold the runners at second and first base in the top of the 1st inning,2026-06-04,Toronto Blue Jays at Atlanta Braves,,Mauricio Dubón makes diving stop to hold runners Mauricio Dubón makes diving stop to hold runners Mauricio Dubón makes diving stop to hold runners Mauricio Dubón makes a great diving stop on a ground ball to hold the runners at second and first base in the top of the 1st inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824919_chris-sale-in-play-no-out-to-ernie-clement_Mauricio_Dub_n_makes_diving_stop_to_hold_runners_Mauricio_Dub_n_makes_diving_sto.mp4,ca989710a45157ef6bb80760e95f0f4d66fe5cf0a4249fca2390cf2345e95545,gamePk=824919
MLB_824672_shea-langeliers-inside-the-park-homer-16,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/04/e856669a-70d683c9-b78b84cd-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Shea Langeliers' inside-the-park homer (16) Shea Langeliers' inside-the-park homer (16) Shea Langeliers' inside-the-park homer (16) Pete Crow-Armstrong loses track of a fly ball to center field, which allows Shea Langeliers to complete an inside-the-park home run in the top of the 6th",2026-06-04,Athletics at Chicago Cubs,,"Shea Langeliers' inside-the-park homer (16) Shea Langeliers' inside-the-park homer (16) Shea Langeliers' inside-the-park homer (16) Pete Crow-Armstrong loses track of a fly ball to center field, which allows Shea Langeliers to complete an inside-the-park home run in the top of the 6th",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824672_shea-langeliers-inside-the-park-homer-16_Shea_Langeliers_inside-the-park_homer_16_Shea_Langeliers_inside-the-park_homer_1.mp4,eaa1584b8b74f23456733dfce3728f5ed4cb641b890dd5b40aa95fffce0571ef,gamePk=824672
MLB_823455_andrew-benintendi-grounds-out-second-baseman-bryson-stott-to-first-ba,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/05/2cd9d8e1-59b33b16-3e45514a-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Bryson Stott's sliding play to first in 9th Bryson Stott's sliding play to first in 9th Bryson Stott's sliding play to first in 9th Bryson Stott makes a sliding play for Andrew Benintendi's ground ball and throw him out at first base for second out in the top of the 9th,2026-06-05,Chicago White Sox at Philadelphia Phillies,,Bryson Stott's sliding play to first in 9th Bryson Stott's sliding play to first in 9th Bryson Stott's sliding play to first in 9th Bryson Stott makes a sliding play for Andrew Benintendi's ground ball and throw him out at first base for second out in the top of the 9th,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823455_andrew-benintendi-grounds-out-second-baseman-bryson-stott-to-first-ba_Bryson_Stott_s_sliding_play_to_first_in_9th_Bryson_Stott_s_sliding_play_to_first.mp4,5aa5cc722397f9d969e064dd08487b04be337f67e8a37b70556056a369dc4c35,gamePk=823455
MLB_823455_brad-keller-in-play-out-s-to-rikuu-nishida,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/05/83c11bb5-8df3a5b6-b7c41c06-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Brad Keller turns clutch double play in top of 8th Brad Keller turns clutch double play in top of 8th Brad Keller turns clutch double play in top of 8th Brad Keller catches Rikuu Nishida's line drive and makes a turn around throw to second base for the first and second out in the top of 8th,2026-06-05,Chicago White Sox at Philadelphia Phillies,,Brad Keller turns clutch double play in top of 8th Brad Keller turns clutch double play in top of 8th Brad Keller turns clutch double play in top of 8th Brad Keller catches Rikuu Nishida's line drive and makes a turn around throw to second base for the first and second out in the top of 8th,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823455_brad-keller-in-play-out-s-to-rikuu-nishida_Brad_Keller_turns_clutch_double_play_in_top_of_8th_Brad_Keller_turns_clutch_doub.mp4,59e1df7efd52ff28cf91d94adb050b729dfb2e1dc838408a882b83065aff80be,gamePk=823455
MLB_823455_sam-antonacci-grounds-out-pitcher-jesus-luzardo-to-first-baseman-bryc,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/05/fe3ddf72-b55a9d7b-e5da94d5-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Jesús Luzardo's between-the-legs play in 4th Jesús Luzardo's between-the-legs play in 4th Jesús Luzardo's between-the-legs play in 4th Jesús Luzardo reaches for the grounder between his legs to get the second out of the top of the 4th inning,2026-06-05,Chicago White Sox at Philadelphia Phillies,,Jesús Luzardo's between-the-legs play in 4th Jesús Luzardo's between-the-legs play in 4th Jesús Luzardo's between-the-legs play in 4th Jesús Luzardo reaches for the grounder between his legs to get the second out of the top of the 4th inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823455_sam-antonacci-grounds-out-pitcher-jesus-luzardo-to-first-baseman-bryc_Jes_s_Luzardo_s_between-the-legs_play_in_4th_Jes_s_Luzardo_s_between-the-legs_pl.mp4,533791f2dd59bfd47ba9a5aacfd21cdff5cd323d412c0a7cdb0363bc6bc55acd,gamePk=823455
MLB_823860_ryan-vilade-singles-on-a-ground-ball-to-right-fielder-owen-caissie-ri,https://bdata-producedclips.mlb.com/6cac54e7-052a-48cd-8dfc-42b053615f54.mp4,Ryan Vilade's RBI single Ryan Vilade's RBI single Ryan Vilade's RBI single Ryan Vilade singles on a ground ball to right fielder Owen Caissie. Richie Palacios scores.,2026-06-05,Tampa Bay Rays at Miami Marlins,,Ryan Vilade's RBI single Ryan Vilade's RBI single Ryan Vilade's RBI single Ryan Vilade singles on a ground ball to right fielder Owen Caissie. Richie Palacios scores.,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823860_ryan-vilade-singles-on-a-ground-ball-to-right-fielder-owen-caissie-ri_Ryan_Vilade_s_RBI_single_Ryan_Vilade_s_RBI_single_Ryan_Vilade_s_RBI_single_Ryan_.mp4,27be62e6ae36b1cbbabf6376fdd50d88e22aef5e1bf68cb1168b37399816760a,gamePk=823860
MLB_824914_didier-fuentes-in-play-out-s-to-bryan-reynolds-dn8odm,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/05/101f887b-7f79fd90-eb190488-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Ozzie Albies' slick snag Ozzie Albies' slick snag Ozzie Albies' slick snag Ozzie Albies flashes the leather and snags this line drive off the bat of Bryan Reynolds in the top of the 6th inning,2026-06-05,Pittsburgh Pirates at Atlanta Braves,,Ozzie Albies' slick snag Ozzie Albies' slick snag Ozzie Albies' slick snag Ozzie Albies flashes the leather and snags this line drive off the bat of Bryan Reynolds in the top of the 6th inning,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824914_didier-fuentes-in-play-out-s-to-bryan-reynolds-dn8odm_Ozzie_Albies_slick_snag_Ozzie_Albies_slick_snag_Ozzie_Albies_slick_snag_Ozzie_Al.mp4,29bbc9088075843d68195bf8b41a6faf912b0e963099a5e8d3b90647af69e927,gamePk=824914
MLB_824350_garrett-mitchell-singles-on-a-ground-ball-to-left-fielder-troy-johnst,https://bdata-producedclips.mlb.com/4bb05b51-93a7-4e28-9463-b2a2fd328c22.mp4,"Garrett Mitchell's RBI single Garrett Mitchell's RBI single Garrett Mitchell's RBI single Garrett Mitchell singles on a ground ball to left field, extending the Brewers' lead to 8-5 in the top of the 10th inning",2026-06-05,Milwaukee Brewers at Colorado Rockies,,"Garrett Mitchell's RBI single Garrett Mitchell's RBI single Garrett Mitchell's RBI single Garrett Mitchell singles on a ground ball to left field, extending the Brewers' lead to 8-5 in the top of the 10th inning",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824350_garrett-mitchell-singles-on-a-ground-ball-to-left-fielder-troy-johnst_Garrett_Mitchell_s_RBI_single_Garrett_Mitchell_s_RBI_single_Garrett_Mitchell_s_R.mp4,e566a2e1c06f3b82f7fed64f2a931f4866bc595e160b381500e21f025a1f61a5,gamePk=824350
