dataset_path,sample_id,label,source_group,split
dataset/ground_ball/Codex_Workstation/G_0839,G_0839,ground_ball,MLB_776554_miles-mikolas-in-play-out-s-to-bryan-reynolds-fuuzs5,train
dataset/ground_ball/Codex_Workstation/G_0840,G_0840,ground_ball,MLB_776556_fernando-cruz-in-play-out-s-to-chase-meidroth,train
dataset/ground_ball/Codex_Workstation/G_0841,G_0841,ground_ball,MLB_776559_andy-ibanez-grounds-out-shortstop-darell-hernaiz-to-first-baseman-nic,train
dataset/ground_ball/Codex_Workstation/G_0844,G_0844,ground_ball,MLB_776562_nick-lodolo-in-play-run-s-to-dalton-rushing,test
dataset/ground_ball/Codex_Workstation/G_0846,G_0846,ground_ball,MLB_776580_carson-williams-grounds-out-shortstop-gabriel-arias-to-first-baseman-,val
dataset/ground_ball/Codex_Workstation/G_0850,G_0850,ground_ball,MLB_776618_carson-fulmer-in-play-out-s-to-seiya-suzuki,train
dataset/ground_ball/Codex_Workstation/G_0852,G_0852,ground_ball,MLB_776646_xavier-edwards-makes-a-nice-stop-for-the-out,train
dataset/ground_ball/Codex_Workstation/G_0854,G_0854,ground_ball,MLB_776665_j-t-ginn-in-play-out-s-to-byron-buxton,train
dataset/ground_ball/Codex_Workstation/G_0863,G_0863,ground_ball,MLB_776716_trey-sweeney-singles-on-a-sharp-ground-ball-to-shortstop-brooks-lee-d,test
dataset/ground_ball/Codex_Workstation/G_0866,G_0866,ground_ball,MLB_776749_yuki-matsui-in-play-out-s-to-grant-mccray,train
dataset/ground_ball/Codex_Workstation/G_0872,G_0872,ground_ball,MLB_776765_j-t-realmuto-grounds-out-shortstop-elly-de-la-cruz-to-first-baseman-s,train
dataset/ground_ball/Codex_Workstation/G_0876,G_0876,ground_ball,MLB_776773_riley-greene-grounds-into-a-force-out-shortstop-colson-montgomery-to-,val
dataset/ground_ball/Codex_Workstation/G_0880,G_0880,ground_ball,MLB_776784_luis-garcia-jr-grounds-out-shortstop-bobby-witt-jr-to-first-baseman-v,train
dataset/ground_ball/Codex_Workstation/G_0882,G_0882,ground_ball,MLB_776804_luis-morales-in-play-out-s-to-gunnar-henderson,train
dataset/ground_ball/Codex_Workstation/G_0887,G_0887,ground_ball,MLB_776814_michael-a-taylor-singles-on-a-ground-ball-to-shortstop-gabriel-arias-,train
dataset/ground_ball/Codex_Workstation/G_0900,G_0900,ground_ball,MLB_776903_blake-perkins-grounds-into-a-double-play-pitcher-shinnosuke-ogasawara,train
dataset/ground_ball/Codex_Workstation/G_0901,G_0901,ground_ball,MLB_776907_hurston-waldrep-in-play-out-s-to-miguel-andujar,train
dataset/ground_ball/Codex_Workstation/G_0903,G_0903,ground_ball,MLB_776914_sean-newcomb-in-play-out-s-to-ketel-marte-qsnprj,test
dataset/ground_ball/Codex_Workstation/G_0906,G_0906,ground_ball,MLB_776918_shane-baz-in-play-no-out-to-shohei-ohtani,train
dataset/ground_ball/Codex_Workstation/G_0909,G_0909,ground_ball,MLB_776947_ryan-bergert-in-play-out-s-to-pete-alonso,val
dataset/ground_ball/Codex_Workstation/G_0913,G_0913,ground_ball,MLB_776174_paul-goldschmidt-grounds-out-third-baseman-jordan-westburg-to-first-b,test
dataset/ground_ball/Codex_Workstation/G_0924,G_0924,ground_ball,MLB_776342_jonathan-bowlan-in-play-run-s-to-kyle-schwarber,val
dataset/ground_ball/Codex_Workstation/G_0930,G_0930,ground_ball,MLB_776427_alex-call-grounds-out-third-baseman-emmanuel-rivera-to-first-baseman-,train
dataset/ground_ball/Codex_Workstation/G_0932,G_0932,ground_ball,MLB_776484_tim-elko-grounds-out-sharply-pitcher-brooks-kriske-to-first-baseman-k,test
dataset/ground_ball/Codex_Workstation/G_0933,G_0933,ground_ball,MLB_776487_ian-happ-singles-on-a-sharp-ground-ball-to-shortstop-ha-seong-kim-sei,test
dataset/ground_ball/Codex_Workstation/G_0934,G_0934,ground_ball,MLB_776487_shota-imanaga-in-play-out-s-to-nacho-alvarez-jr,train
dataset/ground_ball/Codex_Workstation/G_0966,G_0966,ground_ball,MLB_776791_caleb-ferguson-in-play-out-s-to-chandler-simpson,train
dataset/ground_ball/Codex_Workstation/G_0969,G_0969,ground_ball,MLB_776822_kai-wei-teng-in-play-out-s-to-jose-tena,train
dataset/ground_ball/Diqing_Tang/G_002,G_002,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=0e59901c-5095-3f67-b274-dd6fc5a47671,train
dataset/ground_ball/Diqing_Tang/G_003,G_003,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=c5fccf58-e497-3756-ba92-70045d85a1a2,train
dataset/ground_ball/Diqing_Tang/G_004,G_004,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=5363bfc5-cba4-3ff4-8cdf-17f5fe4a3f88,train
dataset/ground_ball/Diqing_Tang/G_005,G_005,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=aa8ebb03-9cfd-338c-9949-39c2c8795689,test
dataset/ground_ball/Diqing_Tang/G_006,G_006,ground_ball,https://www.mlb.com/video/riley-o-brien-in-play-run-s-to-lane-thomas?q=PlayerId%20%3D%3D%20%5B657041%5D%20AND%20RunnerOnBase%20%3D%3D%20%5B1%5D%20AND%20ExitVelocity%20%3D%20%7B%7B%201%2C%20100%20%7D%7D%20AND%20HitDistance%20%3D%20%7B%7B%200%2C%20150%20%7D%7D%20AND%20HitResult%20%3D%20%5B%22Double%20Play%22%2C%22Fielders%20Choice%22%2C%22Out%22%2C%22Error%22%5D%20Order%20By%20Timestamp%20DESC&cp=MIXED&p=0,train
dataset/ground_ball/Diqing_Tang/G_007,G_007,ground_ball,https://www.mlb.com/redsox/video/nasim-nunez-grounds-into-a-double-play-third-baseman-caleb-durbin-to-seco,val
dataset/ground_ball/Diqing_Tang/G_008,G_008,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=8ab88c3b-49c3-3709-8343-f13f3d471084,train
dataset/ground_ball/Diqing_Tang/G_009,G_009,ground_ball,https://www.mlb.com/astros/video/hunter-brown-in-play-out-s-to-ernie-clement-xkiqzo,test
dataset/ground_ball/Diqing_Tang/G_010,G_010,ground_ball,https://www.mlb.com/video/nick-fortes-grounds-out-third-baseman-curtis-mead-to-first-baseman-luis-g-ukqfzl?q=RunnerOnBase%20%3D%3D%20%5B1%5D%20AND%20ExitVelocity%20%3D%20%7B%7B%201%2C%2099%20%7D%7D%20AND%20HitDistance%20%3D%20%7B%7B%200%2C%20150%20%7D%7D%20AND%20HitResult%20%3D%20%5B%22Double%20Play%22%2C%22Fielders%20Choice%22%2C%22Out%22%2C%22Error%22%5D%20Order%20By%20Timestamp%20DESC&cp=MIXED&p=1,test
dataset/ground_ball/Diqing_Tang/G_011,G_011,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=4d6b6038-464c-3d52-ae43-45292f8ef807,train
dataset/ground_ball/Diqing_Tang/G_012,G_012,ground_ball,https://www.mlb.com/video/willson-contreras-doubles-6-on-a-ground-ball-to-left-fielder-jose-azocar?q=PlayerId%20%3D%3D%20%5B575929%5D%20AND%20HitResult%20%3D%20%5B%22Double%22%5D%20Order%20By%20Timestamp%20DESC&cp=MIXED&p=0,test
dataset/ground_ball/Diqing_Tang/G_013,G_013,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=6bbc382b-2168-39ba-ad17-c89c3716ae5e,test
dataset/ground_ball/Diqing_Tang/G_014,G_014,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=0046473c-3e28-3b5f-859e-553a61905fa8,train
dataset/ground_ball/Diqing_Tang/G_015,G_015,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=d3ab9dd9-5ea2-3702-b147-e57579970638,train
dataset/ground_ball/Diqing_Tang/G_016,G_016,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=5b7f6f63-20ff-3b3a-b974-2889ec19ece8,test
dataset/ground_ball/Diqing_Tang/G_017,G_017,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=4a0de58e-627f-3a5e-b383-8e4a5fd25cd4,train
dataset/ground_ball/Diqing_Tang/G_018,G_018,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=f7845794-54a4-3918-9aad-852b2c9f794d,train
dataset/ground_ball/Diqing_Tang/G_019,G_019,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=0a1206d6-0a4d-3fe7-b0c7-5f4b8f2e6239,train
dataset/ground_ball/Diqing_Tang/G_020,G_020,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=12e3d042-9681-3581-8406-d1b5d954514e,test
dataset/ground_ball/Diqing_Tang/G_021,G_021,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=197fc8a3-8e60-3b1e-83cd-f091d71a3ae6,test
dataset/ground_ball/Diqing_Tang/G_022,G_022,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=7951965b-d27b-38eb-a2ab-13f2d1962848,train
dataset/ground_ball/Diqing_Tang/G_024,G_024,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=987dbe9e-6cf0-327a-8929-9d558b634adf,train
dataset/ground_ball/Diqing_Tang/G_025,G_025,ground_ball,https://baseballsavant.mlb.com/sporty-videos?playId=5e643fd8-a347-30a0-ab56-95c12d09e75c,train
dataset/ground_ball/Haoran_Yan/G_001,G_001,ground_ball,https://www.mlb.com/video/pete-alonso-grounds-out-second-baseman-ernie-clement-to-first-baseman-vla,train
dataset/ground_ball/Haoran_Yan/G_002,G_002,ground_ball,https://www.mlb.com/video/riley-greene-grounds-into-a-double-play-second-baseman-cole-young-to-shor,train
dataset/ground_ball/Haoran_Yan/G_003,G_003,ground_ball,https://www.mlb.com/video/dominic-smith-grounds-out-second-baseman-spencer-steer-to-first-baseman-n,train
dataset/ground_ball/Haoran_Yan/G_004,G_004,ground_ball,https://www.mlb.com/video/alex-freeland-grounds-into-a-double-play-second-baseman-bryson-stott-to-s,train
dataset/ground_ball/Haoran_Yan/G_005,G_005,ground_ball,https://www.mlb.com/video/jackson-merrill-grounds-out-second-baseman-bryson-stott-to-first-baseman-bryce-h,train
dataset/ground_ball/Haoran_Yan/G_006,G_006,ground_ball,https://www.mlb.com/video/chase-meidroth-singles-on-a-ground-ball-to-second-baseman-luke-keaschall,test
dataset/ground_ball/Haoran_Yan/G_007,G_007,ground_ball,https://www.mlb.com/video/mark-vientos-grounds-out-second-baseman-nasim-nunez-to-first-baseman-luis-rpqesb,train
dataset/ground_ball/Haoran_Yan/G_008,G_008,ground_ball,https://www.mlb.com/video/jake-mccarthy-grounds-out-second-baseman-justin-foscue-to-first-baseman-j,val
dataset/ground_ball/Haoran_Yan/G_009,G_009,ground_ball,https://www.mlb.com/video/yordan-alvarez-grounds-out-second-baseman-marcelo-mayer-to-first-baseman,train
dataset/ground_ball/Haoran_Yan/G_010,G_010,ground_ball,https://www.mlb.com/video/heliot-ramos-grounds-out-second-baseman-richie-palacios-to-first-baseman,train
dataset/ground_ball/Haoran_Yan/G_011,G_011,ground_ball,https://www.mlb.com/video/troy-johnston-grounds-out-second-baseman-bryson-stott-to-first-baseman-fe,test
dataset/ground_ball/Haoran_Yan/G_012,G_012,ground_ball,https://www.mlb.com/video/connor-joe-grounds-out-second-baseman-jose-altuve-to-first-baseman-christ,train
dataset/ground_ball/Haoran_Yan/G_013,G_013,ground_ball,https://www.mlb.com/video/konnor-griffin-grounds-into-a-double-play-second-baseman-edouard-julien-t,train
dataset/ground_ball/Haoran_Yan/G_014,G_014,ground_ball,https://www.mlb.com/video/marcelo-mayer-grounds-out-second-baseman-bryson-stott-to-first-baseman-br,train
dataset/ground_ball/Haoran_Yan/G_015,G_015,ground_ball,https://www.mlb.com/video/jose-fernandez-grounds-out-second-baseman-ezequiel-duran-to-first-baseman,train
dataset/ground_ball/Haoran_Yan/G_016,G_016,ground_ball,https://www.mlb.com/video/masyn-winn-grounds-into-a-double-play-second-baseman-casey-schmitt-to-sho,train
dataset/ground_ball/Haoran_Yan/G_017,G_017,ground_ball,https://www.mlb.com/video/heliot-ramos-grounds-out-second-baseman-thomas-saggese-to-first-baseman-n,test
dataset/ground_ball/Haoran_Yan/G_018,G_018,ground_ball,https://www.mlb.com/video/luis-rengifo-grounds-out-second-baseman-zack-gelof-to-first-baseman-brett,train
dataset/ground_ball/Haoran_Yan/G_019,G_019,ground_ball,https://www.mlb.com/video/luis-rengifo-grounds-out-second-baseman-ramon-urias-to-first-baseman-chri,train
dataset/ground_ball/Haoran_Yan/G_020,G_020,ground_ball,https://www.mlb.com/video/jeremiah-jackson-grounds-into-a-double-play-second-baseman-ernie-clement,train
dataset/ground_ball/Haoran_Yan/G_021,G_021,ground_ball,https://www.mlb.com/video/tayler-saucedo-in-play-run-s-to-jacob-wilson,test
dataset/ground_ball/Haoran_Yan/G_022,G_022,ground_ball,https://www.mlb.com/video/austin-hedges-in-play-out-s-to-carson-williams,train
dataset/ground_ball/Haoran_Yan/G_023,G_023,ground_ball,https://www.mlb.com/video/trea-turner-grounds-out-second-baseman-brett-baty-to-first-baseman-pete-alonso,train
dataset/ground_ball/Haoran_Yan/G_024,G_024,ground_ball,https://www.mlb.com/video/alek-thomas-grounds-out-pitcher-abner-uribe-to-first-baseman-andrew-vaugh,train
dataset/ground_ball/Haoran_Yan/G_025,G_025,ground_ball,https://www.mlb.com/video/chandler-simpson-grounds-out-second-baseman-brayan-rocchio-to-first-basem-pg4mtf,train
dataset/ground_ball/Haoran_Yan/G_026,G_026,ground_ball,https://www.mlb.com/video/oswald-peraza-in-play-out-s-to-joc-pederson,train
dataset/ground_ball/Haoran_Yan/G_027,G_027,ground_ball,https://www.mlb.com/video/justin-bruihl-in-play-run-s-to-christian-yelich,test
dataset/ground_ball/Haoran_Yan/G_028,G_028,ground_ball,https://www.mlb.com/video/reese-mcguire-grounds-out-second-baseman-orlando-arcia-to-first-baseman-w,train
