dataset_path,sample_id,label,collector,verification_source,verification_detail,contact_time,timing_was_corrected,original_event_start,original_event_end,final_event_start,final_event_end
dataset/ground_ball/Codex_Workstation/G_0459,G_0459,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.010,0.110,0.010,0.110
dataset/ground_ball/Codex_Workstation/G_0463,G_0463,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.9900,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0472,G_0472,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.7300,N,1.680,1.780,1.680,1.780
dataset/ground_ball/Codex_Workstation/G_0473,G_0473,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.5500,N,1.500,1.600,1.500,1.600
dataset/ground_ball/Codex_Workstation/G_0474,G_0474,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0475,G_0475,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.5700,N,0.520,0.620,0.520,0.620
dataset/ground_ball/Codex_Workstation/G_0477,G_0477,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0479,G_0479,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.9900,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0480,G_0480,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.3000,N,1.200,1.400,1.200,1.400
dataset/ground_ball/Codex_Workstation/G_0481,G_0481,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0300,N,1.980,2.080,1.980,2.080
dataset/ground_ball/Codex_Workstation/G_0482,G_0482,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.9700,N,1.920,2.020,1.920,2.020
dataset/ground_ball/Codex_Workstation/G_0484,G_0484,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.9900,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0489,G_0489,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0492,G_0492,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.9900,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0493,G_0493,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.2200,N,1.170,1.270,1.170,1.270
dataset/ground_ball/Codex_Workstation/G_0496,G_0496,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0497,G_0497,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/ground_ball/Codex_Workstation/G_0498,G_0498,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0499,G_0499,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0500,G_0500,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0504,G_0504,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.8200,N,0.770,0.870,0.770,0.870
dataset/ground_ball/Codex_Workstation/G_0508,G_0508,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.9900,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0514,G_0514,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0515,G_0515,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0518,G_0518,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.9700,N,1.920,2.020,1.920,2.020
dataset/ground_ball/Codex_Workstation/G_0520,G_0520,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.4900,N,1.440,1.540,1.440,1.540
dataset/ground_ball/Codex_Workstation/G_0522,G_0522,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.6100,N,2.560,2.660,2.560,2.660
dataset/ground_ball/Codex_Workstation/G_0524,G_0524,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.8200,N,0.770,0.870,0.770,0.870
dataset/ground_ball/Codex_Workstation/G_0529,G_0529,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.8750,N,0.800,0.950,0.800,0.950
dataset/ground_ball/Codex_Workstation/G_0535,G_0535,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.8900,N,0.840,0.940,0.840,0.940
dataset/ground_ball/Codex_Workstation/G_0536,G_0536,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0538,G_0538,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.6000,N,2.500,2.700,2.500,2.700
dataset/ground_ball/Codex_Workstation/G_0543,G_0543,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.4100,N,1.360,1.460,1.360,1.460
dataset/ground_ball/Codex_Workstation/G_0546,G_0546,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.0300,N,0.980,1.080,0.980,1.080
dataset/ground_ball/Codex_Workstation/G_0558,G_0558,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0560,G_0560,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.4800,N,0.430,0.530,0.430,0.530
dataset/ground_ball/Codex_Workstation/G_0561,G_0561,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.1000,N,1.050,1.150,1.050,1.150
dataset/ground_ball/Codex_Workstation/G_0568,G_0568,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0573,G_0573,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.1800,N,1.130,1.230,1.130,1.230
dataset/ground_ball/Codex_Workstation/G_0575,G_0575,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0577,G_0577,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.0300,N,0.980,1.080,0.980,1.080
dataset/ground_ball/Codex_Workstation/G_0579,G_0579,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.6000,N,1.500,1.700,1.500,1.700
dataset/ground_ball/Codex_Workstation/G_0581,G_0581,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.2100,N,1.160,1.260,1.160,1.260
dataset/ground_ball/Codex_Workstation/G_0582,G_0582,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.1400,N,1.090,1.190,1.090,1.190
dataset/ground_ball/Codex_Workstation/G_0602,G_0602,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.0600,N,1.010,1.110,1.010,1.110
dataset/ground_ball/Codex_Workstation/G_0606,G_0606,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.0000,N,0.950,1.050,0.950,1.050
dataset/ground_ball/Codex_Workstation/G_0608,G_0608,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.1700,N,1.120,1.220,1.120,1.220
dataset/ground_ball/Codex_Workstation/G_0609,G_0609,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.1500,N,0.100,0.200,0.100,0.200
dataset/ground_ball/Codex_Workstation/G_0610,G_0610,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.1100,N,1.060,1.160,1.060,1.160
dataset/ground_ball/Codex_Workstation/G_0625,G_0625,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.7600,N,0.710,0.810,0.710,0.810
dataset/ground_ball/Codex_Workstation/G_0631,G_0631,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.9800,N,0.930,1.030,0.930,1.030
dataset/ground_ball/Codex_Workstation/G_0633,G_0633,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.7200,N,0.670,0.770,0.670,0.770
dataset/ground_ball/Codex_Workstation/G_0651,G_0651,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.1500,N,0.100,0.200,0.100,0.200
dataset/ground_ball/Codex_Workstation/G_0652,G_0652,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.7300,N,0.680,0.780,0.680,0.780
dataset/ground_ball/Codex_Workstation/G_0662,G_0662,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.7800,N,0.730,0.830,0.730,0.830
dataset/ground_ball/Codex_Workstation/G_0663,G_0663,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.4300,N,1.380,1.480,1.380,1.480
dataset/ground_ball/Codex_Workstation/G_0668,G_0668,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.7600,N,0.710,0.810,0.710,0.810
dataset/ground_ball/Codex_Workstation/G_0671,G_0671,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.2400,N,0.190,0.290,0.190,0.290
dataset/ground_ball/Codex_Workstation/G_0676,G_0676,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0691,G_0691,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0693,G_0693,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.8500,N,0.800,0.900,0.800,0.900
dataset/ground_ball/Codex_Workstation/G_0699,G_0699,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0702,G_0702,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0706,G_0706,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0707,G_0707,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0708,G_0708,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.5900,N,1.540,1.640,1.540,1.640
dataset/ground_ball/Codex_Workstation/G_0709,G_0709,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.3800,N,0.330,0.430,0.330,0.430
dataset/ground_ball/Codex_Workstation/G_0710,G_0710,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.9900,N,0.940,1.040,0.940,1.040
dataset/ground_ball/Codex_Workstation/G_0711,G_0711,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.8750,N,0.800,0.950,0.800,0.950
dataset/ground_ball/Codex_Workstation/G_0712,G_0712,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0720,G_0720,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.1100,N,1.060,1.160,1.060,1.160
dataset/ground_ball/Codex_Workstation/G_0721,G_0721,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.6200,N,0.570,0.670,0.570,0.670
dataset/ground_ball/Codex_Workstation/G_0724,G_0724,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.2100,N,1.160,1.260,1.160,1.260
dataset/ground_ball/Codex_Workstation/G_0725,G_0725,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.1000,N,0.050,0.150,0.050,0.150
dataset/ground_ball/Codex_Workstation/G_0726,G_0726,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.8750,N,0.800,0.950,0.800,0.950
dataset/ground_ball/Codex_Workstation/G_0728,G_0728,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.9500,N,1.900,2.000,1.900,2.000
dataset/ground_ball/Codex_Workstation/G_0729,G_0729,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.4200,N,0.370,0.470,0.370,0.470
dataset/ground_ball/Codex_Workstation/G_0733,G_0733,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0738,G_0738,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.4000,N,0.300,0.500,0.300,0.500
dataset/ground_ball/Codex_Workstation/G_0740,G_0740,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0741,G_0741,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.0700,N,1.020,1.120,1.020,1.120
dataset/ground_ball/Codex_Workstation/G_0746,G_0746,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.1900,N,1.140,1.240,1.140,1.240
dataset/ground_ball/Codex_Workstation/G_0747,G_0747,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.9900,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0749,G_0749,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.8700,N,1.820,1.920,1.820,1.920
dataset/ground_ball/Codex_Workstation/G_0754,G_0754,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0100,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0755,G_0755,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.6400,N,0.590,0.690,0.590,0.690
dataset/ground_ball/Codex_Workstation/G_0757,G_0757,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.6100,N,1.560,1.660,1.560,1.660
dataset/ground_ball/Codex_Workstation/G_0758,G_0758,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.7900,N,1.740,1.840,1.740,1.840
dataset/ground_ball/Codex_Workstation/G_0761,G_0761,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/ground_ball/Codex_Workstation/G_0763,G_0763,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/ground_ball/Codex_Workstation/G_0764,G_0764,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0766,G_0766,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0770,G_0770,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0773,G_0773,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.0600,N,1.010,1.110,1.010,1.110
dataset/ground_ball/Codex_Workstation/G_0774,G_0774,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/ground_ball/Codex_Workstation/G_0777,G_0777,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0781,G_0781,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.3600,N,1.310,1.410,1.310,1.410
dataset/ground_ball/Codex_Workstation/G_0783,G_0783,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,0.9400,N,0.890,0.990,0.890,0.990
dataset/ground_ball/Codex_Workstation/G_0787,G_0787,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.9400,N,1.890,1.990,1.890,1.990
dataset/ground_ball/Codex_Workstation/G_0788,G_0788,ground_ball,Codex_Workstation,local_first_pass_direct,batch_004; local_video_first_plus_audio_20260804,1.0800,N,1.030,1.130,1.030,1.130
dataset/ground_ball/Codex_Workstation/G_0795,G_0795,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,0.9600,N,0.910,1.010,0.910,1.010
dataset/ground_ball/Codex_Workstation/G_0797,G_0797,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0798,G_0798,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0799,G_0799,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/ground_ball/Codex_Workstation/G_0800,G_0800,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,0.9800,N,0.930,1.030,0.930,1.030
dataset/ground_ball/Codex_Workstation/G_0801,G_0801,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/ground_ball/Codex_Workstation/G_0813,G_0813,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0814,G_0814,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0819,G_0819,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.7600,N,1.710,1.810,1.710,1.810
dataset/ground_ball/Codex_Workstation/G_0820,G_0820,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/ground_ball/Codex_Workstation/G_0824,G_0824,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0827,G_0827,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.8600,N,1.810,1.910,1.810,1.910
dataset/ground_ball/Codex_Workstation/G_0828,G_0828,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.8600,N,1.810,1.910,1.810,1.910
dataset/ground_ball/Codex_Workstation/G_0830,G_0830,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/ground_ball/Codex_Workstation/G_0831,G_0831,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.6200,N,1.570,1.670,1.570,1.670
dataset/ground_ball/Codex_Workstation/G_0833,G_0833,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0838,G_0838,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/ground_ball/Codex_Workstation/G_0839,G_0839,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.8200,N,1.770,1.870,1.770,1.870
dataset/ground_ball/Codex_Workstation/G_0840,G_0840,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.7600,N,1.710,1.810,1.710,1.810
dataset/ground_ball/Codex_Workstation/G_0841,G_0841,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0844,G_0844,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.9400,N,1.890,1.990,1.890,1.990
dataset/ground_ball/Codex_Workstation/G_0846,G_0846,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,0.7400,N,0.690,0.790,0.690,0.790
dataset/ground_ball/Codex_Workstation/G_0850,G_0850,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.7600,N,1.710,1.810,1.710,1.810
dataset/ground_ball/Codex_Workstation/G_0852,G_0852,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/ground_ball/Codex_Workstation/G_0854,G_0854,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0863,G_0863,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0866,G_0866,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0872,G_0872,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.9800,N,1.930,2.030,1.930,2.030
dataset/ground_ball/Codex_Workstation/G_0876,G_0876,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.5400,N,1.490,1.590,1.490,1.590
dataset/ground_ball/Codex_Workstation/G_0880,G_0880,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.3600,N,1.310,1.410,1.310,1.410
dataset/ground_ball/Codex_Workstation/G_0882,G_0882,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.0400,N,0.990,1.090,0.990,1.090
dataset/ground_ball/Codex_Workstation/G_0887,G_0887,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0900,G_0900,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/ground_ball/Codex_Workstation/G_0901,G_0901,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.6600,N,1.610,1.710,1.610,1.710
dataset/ground_ball/Codex_Workstation/G_0903,G_0903,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0906,G_0906,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.7200,N,1.670,1.770,1.670,1.770
dataset/ground_ball/Codex_Workstation/G_0909,G_0909,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.2800,N,1.230,1.330,1.230,1.330
dataset/ground_ball/Codex_Workstation/G_0913,G_0913,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0924,G_0924,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0930,G_0930,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.3200,N,1.270,1.370,1.270,1.370
dataset/ground_ball/Codex_Workstation/G_0932,G_0932,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.7400,N,1.690,1.790,1.690,1.790
dataset/ground_ball/Codex_Workstation/G_0933,G_0933,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
